timestamp_s,voltage_V,current_A
5807.0,8.9946,0.4012
5808.0,9.0405,0.3971
5809.0,8.9965,0.3976
5810.0,9.0165,0.4019
5811.0,9.0216,0.4022
5812.0,9.0033,0.4011
5813.0,8.9874,0.3991
5814.0,8.9635,0.4024
5815.0,9.0103,0.3991
5816.0,8.9878,0.3974
5817.0,9.0026,0.4048
5818.0,8.9813,0.4015
5819.0,8.996,0.3976
5820.0,9.0005,0.4004
5821.0,9.004,0.4001
5822.0,8.9833,0.399
5823.0,9.018,0.4007
5824.0,8.991,0.3972
5825.0,8.9749,0.4026
5826.0,8.9984,0.4
5827.0,9.0005,0.3952
5828.0,9.0024,0.3993
5829.0,9.0204,0.3982
5830.0,8.9965,0.391
5831.0,8.9982,0.3995
5832.0,8.9835,0.4031
5833.0,9.0123,0.3997
5834.0,9.0028,0.4021
5835.0,8.9937,0.4
5836.0,8.9714,0.3986
5837.0,9.0217,0.3978
5838.0,8.9816,0.3962
5839.0,8.9911,0.4028
5840.0,9.0054,0.4022
5841.0,8.9821,0.3992
5842.0,8.9776,0.3939
5843.0,8.9681,0.4014
5844.0,9.0108,0.3973
5845.0,8.9918,0.4004
5846.0,9.0439,0.3954
5847.0,8.9851,0.4003
5848.0,8.9862,0.3996
5849.0,8.9915,0.3928
5850.0,9.0036,0.4049
5851.0,8.9929,0.399
5852.0,9.0092,0.3992
5853.0,8.9853,0.4016
5854.0,8.9793,0.3998
5855.0,8.973,0.4011
5856.0,8.9666,0.3966
5857.0,8.9922,0.3996
5858.0,8.9955,0.3943
5859.0,8.9905,0.3993
5860.0,9.0187,0.4043
5861.0,9.0184,0.3955
5862.0,8.995,0.3989
5863.0,8.9731,0.3936
5864.0,8.9915,0.4
5865.0,8.991,0.4014
5866.0,8.9901,0.4012
5867.0,8.9895,0.3982
5868.0,8.9902,0.3936
5869.0,8.9942,0.3963
5870.0,8.9905,0.4038
5871.0,9.0031,0.4026
5872.0,9.0054,0.3997
5873.0,8.9863,0.4005
5874.0,9.0191,0.3969
5875.0,8.9853,0.4039
5876.0,8.9757,0.3978
5877.0,9.0057,0.4013
5878.0,8.9877,0.396
5879.0,9.0048,0.3995
5880.0,8.9639,0.4037
5881.0,9.0209,0.3972
5882.0,9.0101,0.4022
5883.0,8.9775,0.3968
5884.0,8.9778,0.3973
5885.0,9.0251,0.4
5886.0,8.9889,0.4029
5887.0,8.9875,0.3991
5888.0,8.966,0.4019
5889.0,8.9947,0.4034
5890.0,8.9966,0.3977
5891.0,9.0107,0.3954
5892.0,8.979,0.3989
5893.0,8.9772,0.4038
5894.0,9.0068,0.3976
5895.0,9.0151,0.403
5896.0,8.9764,0.3992
5897.0,9.0162,0.4053
5898.0,9.0006,0.4067
5899.0,9.0164,0.4031
5900.0,8.9989,0.3951
5901.0,8.9622,0.3928
5902.0,8.9977,0.4002
5903.0,9.0159,0.4027
5904.0,8.9866,0.4015
5905.0,8.9942,0.3978
5906.0,8.9974,0.3955
5907.0,8.9565,0.4028
5908.0,9.0251,0.4056
5909.0,8.9865,0.398
5910.0,9.0076,0.4025
5911.0,8.9987,0.4078
5912.0,9.0189,0.3994
5913.0,9.0061,0.3995
5914.0,8.9965,0.4017
5915.0,8.9866,0.3991
5916.0,9.012,0.404
5917.0,8.9719,0.3988
5918.0,9.0097,0.3999
5919.0,8.9835,0.3957
5920.0,9.0188,0.3993
5921.0,9.0024,0.397
5922.0,9.0097,0.401
5923.0,9.0012,0.395
5924.0,8.9737,0.4029
5925.0,8.9871,0.3974
5926.0,9.0101,0.4054
5927.0,9.0025,0.4041
5928.0,9.0177,0.4016
5929.0,9.006,0.3954
5930.0,8.9855,0.3981
5931.0,8.9881,0.3973
5932.0,9.0015,0.3977
5933.0,8.9653,0.4047
5934.0,9.0251,0.3995
5935.0,9.0066,0.398
5936.0,9.0184,0.3978
5937.0,8.9763,0.3984
5938.0,9.0187,0.4016
5939.0,9.0335,0.3951
5940.0,8.9802,0.4003
5941.0,9.0116,0.4013
5942.0,9.0,0.3948
5943.0,8.9768,0.3957
5944.0,9.0074,0.3999
5945.0,9.0125,0.4043
5946.0,8.991,0.4036
5947.0,9.0175,0.3982
5948.0,8.975,0.4042
5949.0,8.9776,0.399
5950.0,9.002,0.399
5951.0,9.0004,0.4003
5952.0,8.9893,0.4025
5953.0,9.0121,0.3982
5954.0,9.008,0.3988
5955.0,9.0129,0.3963
5956.0,8.9982,0.4011
5957.0,9.009,0.4028
5958.0,8.9933,0.403
5959.0,9.0308,0.3959
5960.0,8.9878,0.3989
5961.0,9.0316,0.4037
5962.0,9.0005,0.4007
5963.0,8.9794,0.4001
5964.0,9.0205,0.4
5965.0,9.0019,0.4016
5966.0,9.0128,0.4009
5967.0,9.0184,0.3983
5968.0,9.0051,0.4026
5969.0,8.9911,0.3964
5970.0,9.0146,0.404
5971.0,9.0,0.3973
5972.0,9.0103,0.4016
5973.0,8.9677,0.3995
5974.0,9.0067,0.3986
5975.0,8.9904,0.4041
5976.0,9.0248,0.4022
5977.0,9.0093,0.3998
5978.0,9.0036,0.4052
5979.0,9.0073,0.4029
5980.0,8.985,0.3976
5981.0,9.0243,0.3932
5982.0,9.0299,0.4003
5983.0,9.0059,0.4042
5984.0,9.0239,0.4018
5985.0,8.9915,0.4047
5986.0,8.988,0.3982
5987.0,9.0006,0.3996
5988.0,9.0065,0.3997
5989.0,8.9941,0.4007
5990.0,9.0081,0.4023
5991.0,9.0046,0.4049
5992.0,8.985,0.4055
5993.0,9.0078,0.405
5994.0,9.013,0.402
5995.0,9.0026,0.399
5996.0,9.0173,0.4007
5997.0,8.9817,0.402
5998.0,9.007,0.4004
5999.0,8.9824,0.3973
6000.0,0.297,0.5908
6001.0,0.2252,0.5916
6002.0,0.2717,0.5911
6003.0,0.2933,0.5882
6004.0,0.1679,0.5997
6005.0,0.2083,0.5977
6006.0,0.2785,0.5922
6007.0,0.1938,0.593
6008.0,0.0632,0.5943
6009.0,0.2242,0.5921
6010.0,0.2839,0.5942
6011.0,0.2453,0.5963
6012.0,0.2478,0.5996
6013.0,0.0698,0.597
6014.0,0.2343,0.5826
6015.0,0.0581,0.5909
6016.0,0.2827,0.5926
6017.0,0.2786,0.5853
6018.0,0.2951,0.5895
6019.0,0.1258,0.5987
6020.0,9.0037,0.4052
6021.0,9.006,0.3979
6022.0,9.0374,0.4016
6023.0,8.9959,0.3997
6024.0,8.9952,0.4001
6025.0,9.0017,0.4011
6026.0,9.0161,0.3937
6027.0,8.9774,0.404
6028.0,8.9705,0.3997
6029.0,8.9912,0.3985
6030.0,8.9755,0.4014
6031.0,8.9936,0.3978
6032.0,9.0075,0.4006
6033.0,8.9866,0.3995
6034.0,8.9786,0.4021
6035.0,9.001,0.3994
6036.0,9.0129,0.3969
6037.0,8.9746,0.4011
6038.0,9.0123,0.3992
6039.0,9.0123,0.3945
6040.0,9.0143,0.4006
6041.0,9.0183,0.3984
6042.0,9.033,0.401
6043.0,8.9947,0.3974
6044.0,9.0016,0.3964
6045.0,8.9938,0.4035
6046.0,9.0,0.4025
6047.0,9.023,0.4
6048.0,8.9798,0.4013
6049.0,8.9871,0.4024
6050.0,9.0207,0.4
6051.0,9.0153,0.3964
6052.0,8.9946,0.4009
6053.0,9.0128,0.403
6054.0,9.0051,0.4018
6055.0,9.0225,0.4002
6056.0,9.0011,0.4017
6057.0,9.0154,0.3993
6058.0,9.0396,0.4031
6059.0,9.009,0.404
6060.0,9.0007,0.3961
6061.0,9.0108,0.4033
6062.0,8.9945,0.4067
6063.0,9.0358,0.4016
6064.0,9.0027,0.403
6065.0,8.9959,0.3981
6066.0,8.9875,0.3985
6067.0,9.0165,0.3994
6068.0,9.013,0.3988
6069.0,8.9925,0.3961
6070.0,9.0086,0.3995
6071.0,8.9774,0.4025
6072.0,9.0028,0.3961
6073.0,9.0068,0.4005
6074.0,9.0256,0.4004
6075.0,8.9884,0.3991
6076.0,8.9808,0.4015
6077.0,8.9866,0.4012
6078.0,8.98,0.3989
6079.0,9.02,0.4032
6080.0,9.0232,0.4017
6081.0,9.0048,0.4047
6082.0,9.0183,0.3998
6083.0,9.002,0.399
6084.0,8.9986,0.3994
6085.0,8.995,0.4035
6086.0,8.9953,0.3996
6087.0,8.9768,0.3997
6088.0,9.004,0.4059
6089.0,8.9994,0.396
6090.0,9.0112,0.4011
6091.0,9.0014,0.3998
6092.0,8.9976,0.3992
6093.0,8.9869,0.3971
6094.0,9.0011,0.398
6095.0,9.0111,0.3988
6096.0,8.9828,0.4015
6097.0,9.0013,0.4026
6098.0,9.0035,0.3947
6099.0,8.9892,0.3964
6100.0,8.9912,0.4016
6101.0,9.0035,0.4019
6102.0,8.983,0.3956
6103.0,9.0052,0.4026
6104.0,8.9866,0.4
6105.0,9.0159,0.4022
6106.0,9.0351,0.3974
6107.0,8.9871,0.3958
6108.0,9.008,0.3991
6109.0,8.9891,0.3992
6110.0,9.0156,0.399
6111.0,8.981,0.3988
6112.0,9.0072,0.4051
6113.0,8.9869,0.3949
6114.0,8.9969,0.3975
6115.0,8.9845,0.3987
6116.0,9.0123,0.4001
6117.0,8.9874,0.4021
6118.0,9.0083,0.4026
6119.0,8.9948,0.4032
6120.0,8.9983,0.4014
6121.0,9.0022,0.3948
6122.0,8.9886,0.395
6123.0,9.0032,0.4034
6124.0,9.023,0.4032
6125.0,8.9883,0.4019
6126.0,9.0176,0.3975
6127.0,9.0225,0.399
6128.0,8.9878,0.3988
6129.0,8.9782,0.3969
6130.0,9.0045,0.4008
6131.0,8.9918,0.4065
6132.0,9.028,0.3985
6133.0,9.0005,0.4039
6134.0,8.988,0.3973
6135.0,8.9828,0.3954
6136.0,9.0163,0.403
6137.0,8.9914,0.3993
6138.0,9.0007,0.4038
6139.0,9.0143,0.4044
6140.0,8.9927,0.3992
6141.0,8.9993,0.404
6142.0,8.9998,0.3974
6143.0,9.0102,0.3973
6144.0,9.0089,0.4032
6145.0,8.9967,0.3954
6146.0,9.001,0.4
6147.0,8.9944,0.4037
6148.0,8.9778,0.404
6149.0,9.0039,0.3987
6150.0,9.0284,0.403
6151.0,8.9867,0.3966
6152.0,8.9884,0.398
6153.0,8.9869,0.4007
6154.0,9.0109,0.4011
6155.0,9.0067,0.3969
6156.0,8.9976,0.4056
6157.0,8.9862,0.3944
6158.0,9.0014,0.4002
6159.0,8.9765,0.4006
6160.0,9.0022,0.3948
6161.0,9.0131,0.404
6162.0,8.9812,0.3978
6163.0,8.977,0.4003
6164.0,9.0237,0.401
6165.0,8.9908,0.3956
6166.0,9.017,0.3968
6167.0,8.9977,0.4047
6168.0,8.9976,0.3998
6169.0,9.0066,0.3919
6170.0,8.9867,0.3991
6171.0,9.002,0.3999
6172.0,8.9943,0.4007
6173.0,8.9802,0.394
6174.0,9.0051,0.3999
6175.0,8.9961,0.3975
6176.0,8.9976,0.4007
6177.0,8.9818,0.4015
6178.0,9.0239,0.4012
6179.0,9.0132,0.4042
6180.0,9.0145,0.4066
6181.0,8.9954,0.3966
6182.0,8.9741,0.3989
6183.0,9.0293,0.4022
6184.0,8.9991,0.3996
6185.0,8.9888,0.3918
6186.0,9.0063,0.3994
6187.0,9.0175,0.4037
6188.0,8.9997,0.3958
6189.0,9.0192,0.4007
6190.0,9.0162,0.3943
6191.0,8.9839,0.4026
6192.0,8.9899,0.4007
6193.0,9.0144,0.3983
6194.0,8.9593,0.3987
6195.0,8.9978,0.3955
6196.0,8.9785,0.403
6197.0,8.9929,0.3976
6198.0,8.9955,0.4015
6199.0,8.9946,0.3971
6200.0,8.9917,0.4066
6201.0,8.9835,0.4047
6202.0,9.0344,0.4062
6203.0,9.028,0.4066
6204.0,8.9826,0.3981
6205.0,9.0237,0.3973
6206.0,8.994,0.4061
6207.0,9.0019,0.3996
6208.0,8.9991,0.4025
6209.0,8.9901,0.3981
6210.0,9.0148,0.3982
6211.0,9.0019,0.4025
6212.0,8.9929,0.3941
6213.0,8.9804,0.4023
6214.0,8.9866,0.4016
6215.0,8.9754,0.3984
6216.0,9.0002,0.4001
6217.0,8.9821,0.4005
6218.0,8.996,0.4007
6219.0,9.0206,0.4021
6220.0,9.018,0.3976
6221.0,8.9995,0.4081
6222.0,8.9987,0.3994
6223.0,9.0282,0.3996
6224.0,9.0078,0.4058
6225.0,8.9951,0.3945
6226.0,8.9786,0.4058
6227.0,9.0059,0.4003
6228.0,9.0124,0.3984
6229.0,8.9905,0.3966
6230.0,9.0044,0.3962
6231.0,8.9945,0.399
6232.0,8.9972,0.4008
6233.0,8.9627,0.4019
6234.0,8.9967,0.4008
6235.0,9.0145,0.3985
6236.0,8.9905,0.404
6237.0,9.0008,0.408
6238.0,8.9887,0.4045
6239.0,9.0054,0.3989
6240.0,8.9968,0.4015
6241.0,8.9859,0.4017
6242.0,9.02,0.4048
6243.0,9.0139,0.399
6244.0,8.9909,0.3971
6245.0,9.0075,0.4034
6246.0,9.0081,0.4012
6247.0,9.0096,0.3967
6248.0,8.9746,0.4021
6249.0,9.0151,0.4055
6250.0,8.9915,0.3979
6251.0,8.9946,0.3973
6252.0,9.0396,0.4001
6253.0,9.0045,0.402
6254.0,8.9942,0.3998
6255.0,8.9669,0.4034
6256.0,9.0208,0.4008
6257.0,8.9798,0.403
6258.0,8.9849,0.3978
6259.0,8.995,0.3963
6260.0,9.0212,0.399
6261.0,9.0116,0.396
6262.0,8.9976,0.4012
6263.0,9.0046,0.3939
6264.0,8.991,0.3986
6265.0,9.0021,0.3991
6266.0,9.0011,0.3969
6267.0,9.0145,0.3991
6268.0,9.0145,0.4
6269.0,9.0074,0.4038
6270.0,8.9946,0.3969
6271.0,9.0111,0.4011
6272.0,8.9986,0.4017
6273.0,8.9838,0.3999
6274.0,8.994,0.3985
6275.0,9.0013,0.3966
6276.0,9.0137,0.4057
6277.0,8.9972,0.4002
6278.0,8.9819,0.3991
6279.0,9.0009,0.4064
6280.0,9.0017,0.4007
6281.0,9.0028,0.4076
6282.0,9.0138,0.3958
6283.0,9.0153,0.3993
6284.0,8.9911,0.3959
6285.0,8.9908,0.3996
6286.0,8.9844,0.3996
6287.0,9.0105,0.3986
6288.0,9.0217,0.4002
6289.0,8.9953,0.3988
6290.0,8.9964,0.3997
6291.0,9.022,0.3977
6292.0,9.0076,0.4043
6293.0,9.0065,0.3967
6294.0,8.9821,0.4006
6295.0,9.0102,0.3964
6296.0,8.9861,0.3975
6297.0,8.983,0.3978
6298.0,8.9948,0.3996
6299.0,8.9912,0.4005
6300.0,8.9967,0.3967
6301.0,8.9784,0.3988
6302.0,9.0144,0.397
6303.0,9.0169,0.3969
6304.0,8.9708,0.4034
6305.0,9.0147,0.3958
6306.0,8.9878,0.4002
6307.0,9.0129,0.4051
6308.0,8.999,0.4036
6309.0,9.0004,0.4013
6310.0,8.9972,0.4
6311.0,9.0182,0.4022
6312.0,8.9814,0.4011
6313.0,9.0091,0.4043
6314.0,9.0165,0.3996
6315.0,9.0107,0.403
6316.0,9.0349,0.399
6317.0,8.9921,0.4057
6318.0,9.0144,0.3995
6319.0,8.9984,0.3951
6320.0,9.0185,0.4002
6321.0,8.9999,0.4023
6322.0,8.9942,0.4049
6323.0,9.0196,0.397
6324.0,8.9926,0.3948
6325.0,8.9788,0.4015
6326.0,8.9922,0.4014
6327.0,9.0093,0.3958
6328.0,9.0209,0.399
6329.0,9.0017,0.3991
6330.0,9.0198,0.4025
6331.0,8.9796,0.3988
6332.0,8.9934,0.3987
6333.0,8.9957,0.4003
6334.0,8.9983,0.3959
6335.0,9.0013,0.4057
6336.0,9.0104,0.4028
6337.0,8.9933,0.3979
6338.0,9.0021,0.3966
6339.0,8.9993,0.3969
6340.0,8.9861,0.4018
6341.0,8.9983,0.397
6342.0,8.9978,0.3993
6343.0,8.9975,0.3949
6344.0,9.0005,0.4016
6345.0,9.0011,0.4017
6346.0,8.9935,0.3994
6347.0,9.0191,0.4006
6348.0,8.9825,0.4024
6349.0,8.9892,0.4005
6350.0,9.0417,0.4023
6351.0,8.9844,0.3965
6352.0,8.9797,0.4011
6353.0,9.011,0.4006
6354.0,8.9688,0.4036
6355.0,8.9965,0.4001
6356.0,9.0322,0.3997
6357.0,8.9768,0.3983
6358.0,8.9703,0.4045
6359.0,8.9775,0.3929
6360.0,9.0135,0.4015
6361.0,9.0169,0.3999
6362.0,8.9923,0.3994
6363.0,9.0102,0.399
6364.0,9.0209,0.3998
6365.0,9.0268,0.4014
6366.0,8.9963,0.3976
6367.0,8.9655,0.4004
6368.0,8.9877,0.4011
6369.0,8.9936,0.3971
6370.0,8.9961,0.4015
6371.0,8.9972,0.4011
6372.0,9.0168,0.3976
6373.0,9.0191,0.3964
6374.0,8.9974,0.3976
6375.0,9.0165,0.4004
6376.0,9.0054,0.3998
6377.0,9.001,0.4042
6378.0,9.0136,0.3989
6379.0,9.0011,0.3973
6380.0,9.0309,0.402
6381.0,8.9784,0.3971
6382.0,8.9923,0.3976
6383.0,8.9981,0.3977
6384.0,9.0066,0.391
6385.0,9.019,0.4017
6386.0,8.9996,0.4028
6387.0,8.9787,0.4028
6388.0,9.0126,0.4057
6389.0,9.0113,0.4045
6390.0,8.9709,0.399
6391.0,8.9999,0.4033
6392.0,8.9761,0.3997
6393.0,8.99,0.3987
6394.0,8.9865,0.3977
6395.0,9.0121,0.3992
6396.0,9.0018,0.401
6397.0,8.9807,0.4047
6398.0,9.0132,0.4022
6399.0,8.9785,0.3977
6400.0,9.005,0.3969
6401.0,8.9878,0.4017
6402.0,8.9945,0.4027
6403.0,9.0076,0.4037
6404.0,9.0078,0.3992
6405.0,9.0201,0.4014
6406.0,8.9988,0.4026
6407.0,9.0046,0.3959
6408.0,8.9934,0.4008
6409.0,9.0027,0.4027
6410.0,9.0066,0.4015
6411.0,8.9985,0.3998
6412.0,8.9729,0.4078
6413.0,9.005,0.4058
6414.0,9.0055,0.4
6415.0,8.9898,0.3994
6416.0,8.9807,0.4021
6417.0,9.0221,0.3998
6418.0,9.0074,0.4038
6419.0,8.9966,0.3962
6420.0,8.9829,0.3993
6421.0,8.9877,0.4021
6422.0,9.0195,0.403
6423.0,9.0021,0.3956
6424.0,8.9917,0.3971
6425.0,9.0076,0.395
6426.0,8.9878,0.3974
6427.0,9.0225,0.3962
6428.0,9.0203,0.4016
6429.0,8.993,0.4007
6430.0,8.9906,0.3995
6431.0,8.9607,0.4001
6432.0,8.9778,0.4036
6433.0,8.9799,0.3969
6434.0,9.002,0.3942
6435.0,8.9951,0.4021
6436.0,8.9798,0.3988
6437.0,8.9958,0.3969
6438.0,9.0076,0.4017
6439.0,9.0079,0.3941
6440.0,8.9715,0.3974
6441.0,8.9981,0.3928
6442.0,8.9792,0.4008
6443.0,9.0135,0.4047
6444.0,9.0118,0.3983
6445.0,8.9865,0.3976
6446.0,8.9885,0.4054
6447.0,8.9931,0.4019
6448.0,8.9662,0.4071
6449.0,9.005,0.4005
6450.0,8.9959,0.4007
6451.0,9.0146,0.4043
6452.0,8.9835,0.3996
6453.0,8.9907,0.4007
6454.0,8.9774,0.3927
6455.0,8.9849,0.4052
6456.0,8.9823,0.4012
6457.0,9.0149,0.3997
6458.0,8.9895,0.4027
6459.0,9.0019,0.3965
6460.0,8.9943,0.3983
6461.0,8.981,0.4017
6462.0,8.9975,0.4001
6463.0,9.009,0.4013
6464.0,8.9819,0.4007
6465.0,9.0121,0.4019
6466.0,8.9873,0.396
6467.0,8.9928,0.4038
6468.0,9.008,0.3985
6469.0,8.99,0.4002
6470.0,9.0006,0.3982
6471.0,8.9953,0.3991
6472.0,9.0019,0.4007
6473.0,8.9643,0.4022
6474.0,8.9726,0.4027
6475.0,9.0092,0.4013
6476.0,9.0156,0.3982
6477.0,8.9863,0.4011
6478.0,8.9963,0.4007
6479.0,9.0044,0.4002
6480.0,9.0104,0.4016
6481.0,8.9696,0.3962
6482.0,8.9867,0.3939
6483.0,8.995,0.4036
6484.0,9.0105,0.3996
6485.0,9.0375,0.4012
6486.0,8.9966,0.3974
6487.0,8.9789,0.4038
6488.0,9.006,0.4011
6489.0,9.0198,0.3995
6490.0,9.0016,0.4009
6491.0,8.9864,0.3948
6492.0,9.0144,0.4011
6493.0,9.01,0.4045
6494.0,8.9846,0.4009
6495.0,9.0057,0.4006
6496.0,9.015,0.399
6497.0,9.0177,0.4032
6498.0,8.999,0.4037
6499.0,8.9946,0.3987
6500.0,9.0184,0.4011
6501.0,8.9818,0.4007
6502.0,9.0066,0.4012
6503.0,8.9794,0.3977
6504.0,9.016,0.4034
6505.0,8.9961,0.4017
6506.0,9.019,0.4036
6507.0,9.0074,0.3967
6508.0,8.9817,0.3968
6509.0,9.0214,0.4062
6510.0,9.0233,0.4034
6511.0,9.0132,0.3976
6512.0,8.9886,0.4026
6513.0,8.9954,0.3986
6514.0,9.0022,0.3949
6515.0,8.9894,0.3937
6516.0,9.0254,0.3999
6517.0,9.0022,0.4047
6518.0,8.9594,0.4046
6519.0,9.0051,0.4038
6520.0,8.9948,0.4025
6521.0,8.9989,0.401
6522.0,8.9945,0.4035
6523.0,9.0121,0.394
6524.0,9.0168,0.403
6525.0,9.0042,0.3966
6526.0,8.9949,0.3973
6527.0,8.9994,0.4021
6528.0,9.0003,0.4028
6529.0,8.988,0.3982
6530.0,9.0087,0.4019
6531.0,9.0069,0.4017
6532.0,9.0231,0.3991
6533.0,9.0188,0.4005
6534.0,8.9897,0.4062
6535.0,9.0123,0.3992
6536.0,8.9857,0.3993
6537.0,9.0104,0.4005
6538.0,8.9923,0.3995
6539.0,8.9847,0.4024
6540.0,9.0042,0.4044
6541.0,8.9599,0.3993
6542.0,8.9737,0.3974
6543.0,8.9973,0.4059
6544.0,9.0012,0.4004
6545.0,8.9945,0.3949
6546.0,8.9763,0.4056
6547.0,8.9877,0.4034
6548.0,9.0059,0.4048
6549.0,9.0087,0.4043
6550.0,8.9998,0.4079
6551.0,9.0174,0.3969
6552.0,9.006,0.3976
6553.0,8.9888,0.3985
6554.0,8.9958,0.3984
6555.0,8.979,0.4004
6556.0,8.9984,0.3985
6557.0,9.0167,0.3964
6558.0,9.0103,0.3974
6559.0,9.021,0.3991
6560.0,8.9955,0.4034
6561.0,9.0202,0.3983
6562.0,8.9971,0.4024
6563.0,9.0221,0.396
6564.0,8.9997,0.3904
6565.0,9.0106,0.3996
6566.0,9.0221,0.3982
6567.0,8.9971,0.3974
6568.0,9.0033,0.397
6569.0,9.0193,0.3979
6570.0,8.998,0.397
6571.0,8.9802,0.3973
6572.0,9.0321,0.3959
6573.0,8.993,0.3936
6574.0,9.0024,0.3934
6575.0,9.0173,0.4074
6576.0,8.9909,0.3998
6577.0,8.9849,0.4046
6578.0,9.0038,0.3995
6579.0,8.9731,0.3996
6580.0,8.9957,0.4009
6581.0,9.0037,0.4019
6582.0,8.996,0.3963
6583.0,8.9768,0.3989
6584.0,9.0239,0.4009
6585.0,9.0016,0.3942
6586.0,9.0215,0.4039
6587.0,8.9961,0.4032
6588.0,8.9868,0.3937
6589.0,9.004,0.3974
6590.0,8.9968,0.4003
6591.0,8.9823,0.4025
6592.0,9.022,0.4046
6593.0,8.9907,0.3981
6594.0,8.9724,0.407
6595.0,9.0199,0.3999
6596.0,8.9924,0.3993
6597.0,8.9909,0.4017
6598.0,8.9735,0.4009
6599.0,9.0261,0.4008
6600.0,8.9807,0.406
6601.0,9.0009,0.4007
6602.0,9.0137,0.397
6603.0,9.0063,0.3975
6604.0,8.9991,0.4044
6605.0,8.9745,0.4021
6606.0,8.9879,0.3953
6607.0,9.0028,0.3952
6608.0,8.9882,0.4001
6609.0,9.0031,0.4018
6610.0,9.0102,0.398
6611.0,9.0144,0.395
6612.0,8.9816,0.3966
6613.0,9.0329,0.4049
6614.0,9.0115,0.4015
6615.0,9.0,0.403
6616.0,9.0163,0.4035
6617.0,9.0355,0.3981
6618.0,8.9784,0.3989
6619.0,8.9966,0.3995
6620.0,8.9643,0.4013
6621.0,9.0029,0.4033
6622.0,9.0055,0.4056
6623.0,8.9994,0.4024
6624.0,8.9902,0.4025
6625.0,8.9693,0.4058
6626.0,9.0056,0.3994
6627.0,9.0218,0.4036
6628.0,8.9911,0.4017
6629.0,9.0066,0.4018
6630.0,8.9765,0.3994
6631.0,9.0069,0.3958
6632.0,8.9941,0.401
6633.0,8.9886,0.401
6634.0,8.9886,0.3983
6635.0,8.9941,0.3997
6636.0,9.0057,0.3974
6637.0,8.9803,0.3974
6638.0,8.994,0.3986
6639.0,8.9994,0.396
6640.0,8.9835,0.3982
6641.0,9.0269,0.4021
6642.0,8.9872,0.4044
6643.0,8.99,0.4062
6644.0,8.9853,0.3988
6645.0,9.027,0.4036
6646.0,9.0083,0.401
6647.0,8.986,0.3993
6648.0,9.0166,0.4012
6649.0,9.003,0.4033
6650.0,9.0039,0.3985
6651.0,8.9948,0.3984
6652.0,8.9888,0.3988
6653.0,9.0051,0.3981
6654.0,8.9918,0.4036
6655.0,9.0273,0.3977
6656.0,8.981,0.3982
6657.0,9.023,0.4009
6658.0,8.9983,0.4007
6659.0,9.0045,0.3988
6660.0,9.0125,0.4051
6661.0,8.9905,0.3981
6662.0,9.013,0.3995
6663.0,8.9594,0.3942
6664.0,8.9892,0.3991
6665.0,8.9861,0.396
6666.0,8.9812,0.3973
6667.0,8.9968,0.3941
6668.0,9.0058,0.3973
6669.0,9.0105,0.3998
6670.0,9.0036,0.3993
6671.0,8.99,0.3988
6672.0,9.0055,0.399
6673.0,9.0019,0.3985
6674.0,9.014,0.3999
6675.0,9.0117,0.3997
6676.0,9.0005,0.4008
6677.0,8.9865,0.3994
6678.0,8.9902,0.3987
6679.0,8.9918,0.4023
6680.0,8.9953,0.4018
6681.0,9.004,0.3999
6682.0,9.0107,0.4036
6683.0,8.9992,0.4002
6684.0,9.0002,0.3995
6685.0,9.0021,0.3998
6686.0,8.9923,0.4005
6687.0,8.9861,0.3972
6688.0,8.9737,0.3944
6689.0,8.9896,0.4008
6690.0,9.0071,0.4025
6691.0,8.9895,0.397
6692.0,8.9964,0.4032
6693.0,9.007,0.3951
6694.0,9.0078,0.3983
6695.0,8.9838,0.4051
6696.0,9.015,0.4011
6697.0,9.0169,0.3991
6698.0,8.9831,0.4008
6699.0,8.9876,0.4036
6700.0,9.0179,0.3957
6701.0,8.9978,0.404
6702.0,8.9667,0.3985
6703.0,8.979,0.4021
6704.0,8.9963,0.3982
6705.0,8.9826,0.4051
6706.0,8.9938,0.3999
6707.0,9.0005,0.396
6708.0,9.0219,0.4014
6709.0,8.9956,0.4039
6710.0,9.0161,0.4036
6711.0,9.0214,0.4003
6712.0,9.0215,0.4024
6713.0,9.0043,0.3987
6714.0,8.9706,0.4018
6715.0,9.0069,0.4011
6716.0,9.0157,0.3913
6717.0,8.9988,0.397
6718.0,9.0262,0.4006
6719.0,9.0129,0.4005
6720.0,9.0085,0.3999
6721.0,9.0163,0.4003
6722.0,9.005,0.4036
6723.0,8.9626,0.4011
6724.0,8.9925,0.393
6725.0,9.018,0.4058
6726.0,8.9879,0.3943
6727.0,8.9966,0.4029
6728.0,8.9843,0.3953
6729.0,9.0268,0.4043
6730.0,9.0252,0.3992
6731.0,8.9867,0.4012
6732.0,9.0022,0.394
6733.0,8.9898,0.4022
6734.0,9.0092,0.4012
6735.0,9.0076,0.4019
6736.0,9.0122,0.4028
6737.0,9.005,0.4005
6738.0,9.044,0.3994
6739.0,8.9846,0.3976
6740.0,8.9743,0.3987
6741.0,8.9941,0.4036
6742.0,8.9765,0.3975
6743.0,8.9776,0.3945
6744.0,8.985,0.397
6745.0,8.9862,0.4018
6746.0,8.9857,0.3991
6747.0,9.0078,0.4018
6748.0,8.9924,0.394
6749.0,8.9973,0.3911
6750.0,9.0134,0.4008
6751.0,8.9885,0.403
6752.0,8.996,0.3949
